id|embed_code|link_title|link_uri
1|'<blockquote class="twitter-tweet" data-lang="en"><p lang="en" dir="ltr">Lattes inside avocados are now a real thing for some godforsaken reason <a href="https://t.co/WoeIpMk0Yy">https://t.co/WoeIpMk0Yy</a> <a href="https://t.co/QwyZNmkwQi">pic.twitter.com/QwyZNmkwQi</a></p>&mdash; BuzzFeed (@BuzzFeed) <a href="https://twitter.com/BuzzFeed/status/865703868025458690">May 19, 2017</a></blockquote><script async src="//platform.twitter.com/widgets.js" charset="utf-8"></script>'|Buzzfeed|https://www.buzzfeed.com/juliareinstein/avolatte?bftw&utm_term=.nhVy027A10#.wr6WgGRQBg
